Op;DataLogCdc;IDFaturamento;IDEletroposto;IDCliente;StatusPagamento;ValorPagamento;DataTransacao
INSERT;2026-01-09 00:28:33;FAT_490;ELETRO_42;IDCliente_73;Pendente;330.65;2026-01-09 00:28:33
INSERT;2026-03-13 17:36:40;FAT_491;ELETRO_114;IDCliente_44;Pago;290.35;2026-03-13 17:36:40
INSERT;2026-03-16 11:37:27;FAT_492;ELETRO_298;IDCliente_82;Pago;68.79;2026-03-16 11:37:27
INSERT;2026-05-28 18:45:13;FAT_493;ELETRO_250;IDCliente_79;Pendente;53.88;2026-05-28 18:45:13
INSERT;2026-04-24 13:47:42;FAT_494;ELETRO_173;IDCliente_10;Pendente;82.25;2026-04-24 13:47:42
UPDATE;2026-04-26 00:47:42;FAT_494;ELETRO_173;IDCliente_10;Cancelado;82.25;2026-04-24 13:47:42
INSERT;2026-03-30 00:55:04;FAT_495;ELETRO_60;IDCliente_26;Pago;275.0;2026-03-30 00:55:04
INSERT;2026-02-24 02:58:07;FAT_496;ELETRO_78;IDCliente_32;Pago;54.37;2026-02-24 02:58:07
INSERT;2026-04-10 20:07:10;FAT_497;ELETRO_359;IDCliente_39;Pendente;50.98;2026-04-10 20:07:10
INSERT;2026-01-30 10:37:05;FAT_498;ELETRO_263;IDCliente_79;Pendente;165.07;2026-01-30 10:37:05
UPDATE;2026-02-01 11:37:05;FAT_498;ELETRO_263;IDCliente_79;Cancelado;165.07;2026-01-30 10:37:05
INSERT;2026-02-16 13:06:13;FAT_499;ELETRO_201;IDCliente_49;Pendente;103.56;2026-02-16 13:06:13
UPDATE;2026-02-17 18:06:13;FAT_499;ELETRO_201;IDCliente_49;Pago;103.56;2026-02-16 13:06:13
INSERT;2026-02-21 09:31:21;FAT_500;ELETRO_338;IDCliente_32;Pago;190.4;2026-02-21 09:31:21
INSERT;2026-05-03 01:48:00;FAT_501;ELETRO_486;IDCliente_24;Pago;278.64;2026-05-03 01:48:00
INSERT;2026-04-23 03:18:31;FAT_502;ELETRO_102;IDCliente_35;Pendente;134.71;2026-04-23 03:18:31
UPDATE;2026-04-25 08:18:31;FAT_502;ELETRO_102;IDCliente_35;Cancelado;134.71;2026-04-23 03:18:31
INSERT;2026-04-29 11:25:02;FAT_503;ELETRO_317;IDCliente_22;Pago;351.56;2026-04-29 11:25:02
INSERT;2026-03-21 01:21:01;FAT_504;ELETRO_220;IDCliente_65;Pago;189.74;2026-03-21 01:21:01
INSERT;2026-02-04 01:58:10;FAT_505;ELETRO_483;IDCliente_93;Pago;202.81;2026-02-04 01:58:10
INSERT;2026-01-10 03:23:56;FAT_506;ELETRO_249;IDCliente_90;Pendente;271.74;2026-01-10 03:23:56
UPDATE;2026-01-12 03:23:56;FAT_506;ELETRO_249;IDCliente_90;Pago;271.74;2026-01-10 03:23:56
INSERT;2026-02-15 16:56:25;FAT_507;ELETRO_464;IDCliente_29;Pago;105.35;2026-02-15 16:56:25
INSERT;2026-01-08 11:36:35;FAT_508;ELETRO_436;IDCliente_18;Pago;321.87;2026-01-08 11:36:35
INSERT;2026-02-23 06:43:37;FAT_509;ELETRO_417;IDCliente_14;Pendente;361.99;2026-02-23 06:43:37
UPDATE;2026-02-26 10:43:37;FAT_509;ELETRO_417;IDCliente_14;Cancelado;361.99;2026-02-23 06:43:37
INSERT;2026-05-06 12:30:39;FAT_510;ELETRO_403;IDCliente_13;Pago;106.23;2026-05-06 12:30:39
INSERT;2026-04-20 03:37:36;FAT_511;ELETRO_335;IDCliente_74;Pago;173.8;2026-04-20 03:37:36
INSERT;2026-04-06 02:56:53;FAT_512;ELETRO_296;IDCliente_7;Pago;283.19;2026-04-06 02:56:53
INSERT;2026-04-04 06:28:47;FAT_513;ELETRO_255;IDCliente_58;Pago;380.71;2026-04-04 06:28:47
INSERT;2026-03-31 12:51:21;FAT_514;ELETRO_89;IDCliente_80;Pago;292.87;2026-03-31 12:51:21
INSERT;2026-03-01 11:38:07;FAT_515;ELETRO_230;IDCliente_27;Pendente;337.09;2026-03-01 11:38:07
UPDATE;2026-03-02 23:38:07;FAT_515;ELETRO_230;IDCliente_27;Cancelado;337.09;2026-03-01 11:38:07
INSERT;2026-03-11 09:51:46;FAT_516;ELETRO_190;IDCliente_69;Pago;168.37;2026-03-11 09:51:46
INSERT;2026-02-06 16:44:24;FAT_517;ELETRO_259;IDCliente_3;Pago;155.28;2026-02-06 16:44:24
INSERT;2026-03-29 10:59:44;FAT_518;ELETRO_6;IDCliente_68;Pendente;337.35;2026-03-29 10:59:44
UPDATE;2026-03-30 18:59:44;FAT_518;ELETRO_6;IDCliente_68;Pago;337.35;2026-03-29 10:59:44
INSERT;2026-02-05 22:25:23;FAT_519;ELETRO_464;IDCliente_83;Pendente;160.94;2026-02-05 22:25:23
INSERT;2026-02-20 21:30:31;FAT_520;ELETRO_272;IDCliente_67;Pago;44.58;2026-02-20 21:30:31
INSERT;2026-01-18 19:20:08;FAT_521;ELETRO_198;IDCliente_52;Pendente;129.76;2026-01-18 19:20:08
INSERT;2026-02-21 02:02:06;FAT_522;ELETRO_462;IDCliente_32;Pendente;362.95;2026-02-21 02:02:06
UPDATE;2026-02-22 07:02:06;FAT_522;ELETRO_462;IDCliente_32;Pago;362.95;2026-02-21 02:02:06
INSERT;2026-05-05 06:22:50;FAT_523;ELETRO_144;IDCliente_28;Pendente;80.19;2026-05-05 06:22:50
UPDATE;2026-05-07 11:22:50;FAT_523;ELETRO_144;IDCliente_28;Pago;80.19;2026-05-05 06:22:50
INSERT;2026-02-23 12:39:34;FAT_524;ELETRO_286;IDCliente_84;Pago;97.12;2026-02-23 12:39:34
INSERT;2026-04-24 03:58:00;FAT_525;ELETRO_477;IDCliente_32;Pago;45.69;2026-04-24 03:58:00
INSERT;2026-02-02 05:40:27;FAT_526;ELETRO_16;IDCliente_11;Pago;145.7;2026-02-02 05:40:27
INSERT;2026-03-06 04:32:01;FAT_527;ELETRO_452;IDCliente_6;Pago;121.88;2026-03-06 04:32:01
INSERT;2026-03-20 10:35:03;FAT_528;ELETRO_364;IDCliente_24;Pago;334.99;2026-03-20 10:35:03
INSERT;2026-01-19 11:52:30;FAT_529;ELETRO_6;IDCliente_35;Pendente;53.53;2026-01-19 11:52:30
UPDATE;2026-01-21 13:52:30;FAT_529;ELETRO_6;IDCliente_35;Cancelado;53.53;2026-01-19 11:52:30
INSERT;2026-05-05 02:37:12;FAT_530;ELETRO_465;IDCliente_64;Pago;35.54;2026-05-05 02:37:12
INSERT;2026-01-11 04:07:12;FAT_531;ELETRO_83;IDCliente_68;Pendente;111.8;2026-01-11 04:07:12
INSERT;2026-02-04 10:02:29;FAT_532;ELETRO_140;IDCliente_54;Pago;167.98;2026-02-04 10:02:29
INSERT;2026-01-18 11:44:37;FAT_533;ELETRO_473;IDCliente_18;Pendente;110.33;2026-01-18 11:44:37
UPDATE;2026-01-19 19:44:37;FAT_533;ELETRO_473;IDCliente_18;Pago;110.33;2026-01-18 11:44:37
INSERT;2026-05-09 22:20:24;FAT_534;ELETRO_300;IDCliente_36;Pago;242.26;2026-05-09 22:20:24
INSERT;2026-04-22 19:25:48;FAT_535;ELETRO_398;IDCliente_56;Pendente;233.7;2026-04-22 19:25:48
UPDATE;2026-04-24 04:25:48;FAT_535;ELETRO_398;IDCliente_56;Cancelado;233.7;2026-04-22 19:25:48
INSERT;2026-05-06 12:12:54;FAT_536;ELETRO_54;IDCliente_78;Pago;51.65;2026-05-06 12:12:54
INSERT;2026-04-18 11:45:15;FAT_537;ELETRO_354;IDCliente_92;Pendente;354.91;2026-04-18 11:45:15
INSERT;2026-04-01 02:44:45;FAT_538;ELETRO_386;IDCliente_90;Pago;57.98;2026-04-01 02:44:45
INSERT;2026-02-20 06:28:15;FAT_539;ELETRO_215;IDCliente_37;Pago;36.08;2026-02-20 06:28:15
INSERT;2026-05-24 10:24:24;FAT_540;ELETRO_66;IDCliente_75;Pago;190.55;2026-05-24 10:24:24
INSERT;2026-04-29 00:56:01;FAT_541;ELETRO_167;IDCliente_87;Pendente;188.07;2026-04-29 00:56:01
UPDATE;2026-05-01 03:56:01;FAT_541;ELETRO_167;IDCliente_87;Cancelado;188.07;2026-04-29 00:56:01
INSERT;2026-04-18 13:05:08;FAT_542;ELETRO_459;IDCliente_79;Pendente;168.39;2026-04-18 13:05:08
INSERT;2026-04-25 00:17:14;FAT_543;ELETRO_353;IDCliente_27;Pago;398.97;2026-04-25 00:17:14
INSERT;2026-04-11 04:01:56;FAT_544;ELETRO_416;IDCliente_42;Pago;329.24;2026-04-11 04:01:56
INSERT;2026-05-02 19:41:32;FAT_545;ELETRO_143;IDCliente_25;Pago;282.23;2026-05-02 19:41:32
INSERT;2026-03-03 15:56:50;FAT_546;ELETRO_135;IDCliente_72;Pago;62.69;2026-03-03 15:56:50
INSERT;2026-04-12 21:04:55;FAT_547;ELETRO_84;IDCliente_51;Pago;221.39;2026-04-12 21:04:55
INSERT;2026-02-10 15:01:13;FAT_548;ELETRO_166;IDCliente_76;Pago;33.59;2026-02-10 15:01:13
INSERT;2026-04-05 02:42:46;FAT_549;ELETRO_45;IDCliente_64;Pago;189.29;2026-04-05 02:42:46
INSERT;2026-04-20 02:25:59;FAT_550;ELETRO_96;IDCliente_65;Pago;95.01;2026-04-20 02:25:59
INSERT;2026-05-20 10:55:54;FAT_551;ELETRO_406;IDCliente_10;Pago;314.67;2026-05-20 10:55:54
INSERT;2026-02-22 11:53:24;FAT_552;ELETRO_63;IDCliente_14;Pago;245.85;2026-02-22 11:53:24
INSERT;2026-04-05 08:38:00;FAT_553;ELETRO_414;IDCliente_62;Pendente;91.18;2026-04-05 08:38:00
UPDATE;2026-04-07 11:38:00;FAT_553;ELETRO_414;IDCliente_62;Cancelado;91.18;2026-04-05 08:38:00
INSERT;2026-03-01 02:32:02;FAT_554;ELETRO_100;IDCliente_50;Pago;101.67;2026-03-01 02:32:02
INSERT;2026-02-21 03:37:57;FAT_555;ELETRO_186;IDCliente_10;Pendente;206.79;2026-02-21 03:37:57
UPDATE;2026-02-24 03:37:57;FAT_555;ELETRO_186;IDCliente_10;Pago;206.79;2026-02-21 03:37:57
INSERT;2026-02-22 01:56:42;FAT_556;ELETRO_34;IDCliente_54;Pendente;187.08;2026-02-22 01:56:42
UPDATE;2026-02-24 04:56:42;FAT_556;ELETRO_34;IDCliente_54;Cancelado;187.08;2026-02-22 01:56:42
INSERT;2026-01-05 04:18:45;FAT_557;ELETRO_431;IDCliente_10;Pendente;304.59;2026-01-05 04:18:45
UPDATE;2026-01-08 15:18:45;FAT_557;ELETRO_431;IDCliente_10;Pago;304.59;2026-01-05 04:18:45
INSERT;2026-01-25 01:16:09;FAT_558;ELETRO_235;IDCliente_44;Pago;340.02;2026-01-25 01:16:09
INSERT;2026-01-08 04:51:34;FAT_559;ELETRO_210;IDCliente_49;Pendente;125.34;2026-01-08 04:51:34
UPDATE;2026-01-11 05:51:34;FAT_559;ELETRO_210;IDCliente_49;Cancelado;125.34;2026-01-08 04:51:34
INSERT;2026-04-07 01:21:19;FAT_560;ELETRO_348;IDCliente_4;Pago;223.65;2026-04-07 01:21:19
INSERT;2026-01-09 23:20:55;FAT_561;ELETRO_418;IDCliente_8;Pendente;349.53;2026-01-09 23:20:55
UPDATE;2026-01-11 03:20:55;FAT_561;ELETRO_418;IDCliente_8;Pago;349.53;2026-01-09 23:20:55
INSERT;2026-04-12 10:50:12;FAT_562;ELETRO_107;IDCliente_96;Pago;299.21;2026-04-12 10:50:12
INSERT;2026-01-20 10:29:52;FAT_563;ELETRO_265;IDCliente_56;Pago;40.86;2026-01-20 10:29:52
INSERT;2026-01-06 07:35:43;FAT_564;ELETRO_439;IDCliente_73;Pendente;380.84;2026-01-06 07:35:43
UPDATE;2026-01-09 13:35:43;FAT_564;ELETRO_439;IDCliente_73;Pago;380.84;2026-01-06 07:35:43
INSERT;2026-05-26 10:12:50;FAT_565;ELETRO_50;IDCliente_37;Pago;164.72;2026-05-26 10:12:50
INSERT;2026-05-06 00:40:35;FAT_566;ELETRO_221;IDCliente_11;Pendente;370.83;2026-05-06 00:40:35
INSERT;2026-05-08 11:05:40;FAT_567;ELETRO_406;IDCliente_4;Pago;293.02;2026-05-08 11:05:40
INSERT;2026-03-05 02:05:10;FAT_568;ELETRO_318;IDCliente_34;Pago;282.94;2026-03-05 02:05:10
INSERT;2026-02-13 03:54:49;FAT_569;ELETRO_339;IDCliente_48;Pendente;297.74;2026-02-13 03:54:49
UPDATE;2026-02-14 07:54:49;FAT_569;ELETRO_339;IDCliente_48;Pago;297.74;2026-02-13 03:54:49
INSERT;2026-03-20 00:48:17;FAT_570;ELETRO_234;IDCliente_52;Pago;55.68;2026-03-20 00:48:17
INSERT;2026-02-24 20:54:34;FAT_571;ELETRO_316;IDCliente_6;Pendente;161.31;2026-02-24 20:54:34
UPDATE;2026-02-26 23:54:34;FAT_571;ELETRO_316;IDCliente_6;Pago;161.31;2026-02-24 20:54:34
INSERT;2026-05-17 18:24:59;FAT_572;ELETRO_272;IDCliente_38;Pago;38.46;2026-05-17 18:24:59
INSERT;2026-05-23 12:08:16;FAT_573;ELETRO_456;IDCliente_75;Pendente;304.65;2026-05-23 12:08:16
INSERT;2026-04-26 19:45:52;FAT_574;ELETRO_334;IDCliente_71;Pago;253.75;2026-04-26 19:45:52
INSERT;2026-02-26 00:39:40;FAT_575;ELETRO_371;IDCliente_12;Pago;158.47;2026-02-26 00:39:40
INSERT;2026-03-18 07:42:46;FAT_576;ELETRO_48;IDCliente_46;Pago;49.13;2026-03-18 07:42:46
INSERT;2026-03-10 11:01:57;FAT_577;ELETRO_243;IDCliente_100;Pendente;382.61;2026-03-10 11:01:57
UPDATE;2026-03-13 15:01:57;FAT_577;ELETRO_243;IDCliente_100;Pago;382.61;2026-03-10 11:01:57
INSERT;2026-03-30 21:54:40;FAT_578;ELETRO_451;IDCliente_49;Pago;188.43;2026-03-30 21:54:40
INSERT;2026-01-22 06:57:50;FAT_579;ELETRO_431;IDCliente_16;Pendente;140.83;2026-01-22 06:57:50
INSERT;2026-03-15 10:29:14;FAT_580;ELETRO_380;IDCliente_31;Pago;34.19;2026-03-15 10:29:14
INSERT;2026-04-07 11:06:21;FAT_581;ELETRO_351;IDCliente_34;Pendente;248.33;2026-04-07 11:06:21
UPDATE;2026-04-09 21:06:21;FAT_581;ELETRO_351;IDCliente_34;Pago;248.33;2026-04-07 11:06:21
INSERT;2026-03-28 19:24:04;FAT_582;ELETRO_117;IDCliente_2;Pendente;114.51;2026-03-28 19:24:04
UPDATE;2026-04-01 06:24:04;FAT_582;ELETRO_117;IDCliente_2;Cancelado;114.51;2026-03-28 19:24:04
INSERT;2026-03-10 03:52:09;FAT_583;ELETRO_405;IDCliente_58;Pago;333.46;2026-03-10 03:52:09
INSERT;2026-03-23 21:21:07;FAT_584;ELETRO_289;IDCliente_28;Pendente;186.7;2026-03-23 21:21:07
UPDATE;2026-03-27 09:21:07;FAT_584;ELETRO_289;IDCliente_28;Cancelado;186.7;2026-03-23 21:21:07
INSERT;2026-01-22 03:06:33;FAT_585;ELETRO_235;IDCliente_30;Pendente;186.84;2026-01-22 03:06:33
UPDATE;2026-01-23 09:06:33;FAT_585;ELETRO_235;IDCliente_30;Cancelado;186.84;2026-01-22 03:06:33
INSERT;2026-03-24 23:59:57;FAT_586;ELETRO_210;IDCliente_36;Pago;142.22;2026-03-24 23:59:57
INSERT;2026-03-17 02:08:40;FAT_587;ELETRO_423;IDCliente_58;Pendente;116.94;2026-03-17 02:08:40
UPDATE;2026-03-19 03:08:40;FAT_587;ELETRO_423;IDCliente_58;Pago;116.94;2026-03-17 02:08:40
INSERT;2026-02-20 13:18:11;FAT_588;ELETRO_352;IDCliente_44;Pago;189.03;2026-02-20 13:18:11
INSERT;2026-03-31 09:42:03;FAT_589;ELETRO_153;IDCliente_12;Pago;160.33;2026-03-31 09:42:03
INSERT;2026-01-24 01:24:40;FAT_590;ELETRO_366;IDCliente_19;Pago;77.71;2026-01-24 01:24:40
INSERT;2026-04-28 21:17:42;FAT_591;ELETRO_118;IDCliente_41;Pendente;30.84;2026-04-28 21:17:42
UPDATE;2026-04-30 02:17:42;FAT_591;ELETRO_118;IDCliente_41;Cancelado;30.84;2026-04-28 21:17:42
INSERT;2026-01-30 11:13:08;FAT_592;ELETRO_430;IDCliente_83;Pago;224.65;2026-01-30 11:13:08
INSERT;2026-03-21 13:24:35;FAT_593;ELETRO_302;IDCliente_87;Pendente;234.99;2026-03-21 13:24:35
UPDATE;2026-03-22 21:24:35;FAT_593;ELETRO_302;IDCliente_87;Cancelado;234.99;2026-03-21 13:24:35
INSERT;2026-03-13 06:11:20;FAT_594;ELETRO_231;IDCliente_9;Pago;309.59;2026-03-13 06:11:20
INSERT;2026-01-29 12:08:14;FAT_595;ELETRO_304;IDCliente_2;Pago;52.24;2026-01-29 12:08:14
INSERT;2026-03-24 11:07:41;FAT_596;ELETRO_6;IDCliente_66;Pago;254.75;2026-03-24 11:07:41
INSERT;2026-01-06 18:36:12;FAT_597;ELETRO_346;IDCliente_84;Pendente;196.57;2026-01-06 18:36:12
UPDATE;2026-01-08 18:36:12;FAT_597;ELETRO_346;IDCliente_84;Pago;196.57;2026-01-06 18:36:12
INSERT;2026-03-22 00:35:45;FAT_598;ELETRO_241;IDCliente_21;Pendente;86.33;2026-03-22 00:35:45
UPDATE;2026-03-23 11:35:45;FAT_598;ELETRO_241;IDCliente_21;Pago;86.33;2026-03-22 00:35:45
INSERT;2026-01-28 02:43:07;FAT_599;ELETRO_336;IDCliente_61;Pendente;326.85;2026-01-28 02:43:07
UPDATE;2026-01-30 05:43:07;FAT_599;ELETRO_336;IDCliente_61;Cancelado;326.85;2026-01-28 02:43:07
INSERT;2026-02-03 02:06:21;FAT_600;ELETRO_24;IDCliente_60;Pendente;54.78;2026-02-03 02:06:21
INSERT;2026-05-09 02:47:43;FAT_601;ELETRO_427;IDCliente_28;Pendente;200.36;2026-05-09 02:47:43
INSERT;2026-05-02 03:03:14;FAT_602;ELETRO_216;IDCliente_90;Pendente;80.93;2026-05-02 03:03:14
UPDATE;2026-05-05 08:03:14;FAT_602;ELETRO_216;IDCliente_90;Pago;80.93;2026-05-02 03:03:14
INSERT;2026-05-25 18:38:02;FAT_603;ELETRO_343;IDCliente_80;Pendente;80.71;2026-05-25 18:38:02
INSERT;2026-04-01 04:59:32;FAT_604;ELETRO_339;IDCliente_15;Pendente;151.96;2026-04-01 04:59:32
UPDATE;2026-04-03 15:59:32;FAT_604;ELETRO_339;IDCliente_15;Pago;151.96;2026-04-01 04:59:32
INSERT;2026-01-06 20:45:04;FAT_605;ELETRO_293;IDCliente_95;Pendente;332.02;2026-01-06 20:45:04
UPDATE;2026-01-09 22:45:04;FAT_605;ELETRO_293;IDCliente_95;Pago;332.02;2026-01-06 20:45:04
INSERT;2026-03-16 08:47:51;FAT_606;ELETRO_433;IDCliente_52;Pago;134.52;2026-03-16 08:47:51
INSERT;2026-03-22 00:14:45;FAT_607;ELETRO_401;IDCliente_76;Pendente;51.98;2026-03-22 00:14:45
UPDATE;2026-03-23 09:14:45;FAT_607;ELETRO_401;IDCliente_76;Pago;51.98;2026-03-22 00:14:45
INSERT;2026-04-17 04:43:41;FAT_608;ELETRO_178;IDCliente_66;Pago;107.56;2026-04-17 04:43:41
INSERT;2026-03-23 03:23:15;FAT_609;ELETRO_40;IDCliente_30;Pendente;81.87;2026-03-23 03:23:15
UPDATE;2026-03-26 10:23:15;FAT_609;ELETRO_40;IDCliente_30;Pago;81.87;2026-03-23 03:23:15
INSERT;2026-04-10 02:23:13;FAT_610;ELETRO_250;IDCliente_39;Pendente;269.43;2026-04-10 02:23:13
UPDATE;2026-04-11 06:23:13;FAT_610;ELETRO_250;IDCliente_39;Cancelado;269.43;2026-04-10 02:23:13
INSERT;2026-03-13 12:13:52;FAT_611;ELETRO_129;IDCliente_59;Pendente;227.44;2026-03-13 12:13:52
INSERT;2026-02-20 03:55:07;FAT_612;ELETRO_244;IDCliente_15;Pendente;261.12;2026-02-20 03:55:07
UPDATE;2026-02-22 10:55:07;FAT_612;ELETRO_244;IDCliente_15;Cancelado;261.12;2026-02-20 03:55:07
INSERT;2026-05-27 10:22:09;FAT_613;ELETRO_486;IDCliente_96;Pago;107.36;2026-05-27 10:22:09
INSERT;2026-02-12 13:57:13;FAT_614;ELETRO_74;IDCliente_37;Pago;393.41;2026-02-12 13:57:13
INSERT;2026-03-18 13:29:23;FAT_615;ELETRO_163;IDCliente_34;Pendente;67.62;2026-03-18 13:29:23
UPDATE;2026-03-20 21:29:23;FAT_615;ELETRO_163;IDCliente_34;Pago;67.62;2026-03-18 13:29:23
INSERT;2026-05-13 13:46:43;FAT_616;ELETRO_210;IDCliente_24;Pendente;211.16;2026-05-13 13:46:43
UPDATE;2026-05-16 20:46:43;FAT_616;ELETRO_210;IDCliente_24;Pago;211.16;2026-05-13 13:46:43
INSERT;2026-04-26 11:08:01;FAT_617;ELETRO_151;IDCliente_4;Pendente;72.32;2026-04-26 11:08:01
UPDATE;2026-04-28 14:08:01;FAT_617;ELETRO_151;IDCliente_4;Pago;72.32;2026-04-26 11:08:01
INSERT;2026-01-25 01:45:09;FAT_618;ELETRO_406;IDCliente_27;Pendente;289.1;2026-01-25 01:45:09
UPDATE;2026-01-26 02:45:09;FAT_618;ELETRO_406;IDCliente_27;Pago;289.1;2026-01-25 01:45:09
INSERT;2026-01-07 01:44:26;FAT_619;ELETRO_210;IDCliente_75;Pendente;89.5;2026-01-07 01:44:26
INSERT;2026-01-24 08:55:45;FAT_620;ELETRO_346;IDCliente_38;Pago;269.08;2026-01-24 08:55:45
INSERT;2026-02-24 22:33:23;FAT_621;ELETRO_485;IDCliente_71;Pago;391.53;2026-02-24 22:33:23
INSERT;2026-03-11 10:20:12;FAT_622;ELETRO_289;IDCliente_10;Pago;181.88;2026-03-11 10:20:12
INSERT;2026-02-26 10:33:11;FAT_623;ELETRO_370;IDCliente_55;Pago;126.82;2026-02-26 10:33:11
INSERT;2026-03-20 01:54:36;FAT_624;ELETRO_146;IDCliente_94;Pendente;255.83;2026-03-20 01:54:36
UPDATE;2026-03-22 07:54:36;FAT_624;ELETRO_146;IDCliente_94;Cancelado;255.83;2026-03-20 01:54:36
INSERT;2026-01-27 03:40:23;FAT_625;ELETRO_308;IDCliente_10;Pago;186.97;2026-01-27 03:40:23
INSERT;2026-05-05 04:21:19;FAT_626;ELETRO_162;IDCliente_87;Pendente;291.44;2026-05-05 04:21:19
UPDATE;2026-05-08 05:21:19;FAT_626;ELETRO_162;IDCliente_87;Pago;291.44;2026-05-05 04:21:19
INSERT;2026-05-08 02:07:14;FAT_627;ELETRO_416;IDCliente_50;Pago;384.65;2026-05-08 02:07:14
INSERT;2026-01-26 00:42:00;FAT_628;ELETRO_471;IDCliente_50;Pago;42.34;2026-01-26 00:42:00
INSERT;2026-04-09 03:32:03;FAT_629;ELETRO_216;IDCliente_28;Pendente;101.69;2026-04-09 03:32:03
UPDATE;2026-04-10 09:32:03;FAT_629;ELETRO_216;IDCliente_28;Pago;101.69;2026-04-09 03:32:03
INSERT;2026-04-25 01:30:46;FAT_630;ELETRO_185;IDCliente_83;Pendente;31.64;2026-04-25 01:30:46
UPDATE;2026-04-27 06:30:46;FAT_630;ELETRO_185;IDCliente_83;Cancelado;31.64;2026-04-25 01:30:46
INSERT;2026-05-21 10:58:37;FAT_631;ELETRO_37;IDCliente_41;Pago;282.57;2026-05-21 10:58:37
INSERT;2026-05-16 22:39:42;FAT_632;ELETRO_16;IDCliente_4;Pendente;235.61;2026-05-16 22:39:42
UPDATE;2026-05-19 04:39:42;FAT_632;ELETRO_16;IDCliente_4;Cancelado;235.61;2026-05-16 22:39:42
INSERT;2026-02-04 13:19:46;FAT_633;ELETRO_161;IDCliente_19;Pendente;49.16;2026-02-04 13:19:46
UPDATE;2026-02-05 16:19:46;FAT_633;ELETRO_161;IDCliente_19;Cancelado;49.16;2026-02-04 13:19:46
INSERT;2026-02-26 10:32:27;FAT_634;ELETRO_284;IDCliente_16;Pendente;205.43;2026-02-26 10:32:27
UPDATE;2026-03-01 11:32:27;FAT_634;ELETRO_284;IDCliente_16;Pago;205.43;2026-02-26 10:32:27
INSERT;2026-02-28 08:25:49;FAT_635;ELETRO_336;IDCliente_28;Pago;166.75;2026-02-28 08:25:49
INSERT;2026-04-21 10:31:26;FAT_636;ELETRO_11;IDCliente_91;Pago;114.88;2026-04-21 10:31:26
INSERT;2026-01-14 06:26:24;FAT_637;ELETRO_55;IDCliente_31;Pendente;79.73;2026-01-14 06:26:24
INSERT;2026-05-26 18:21:20;FAT_638;ELETRO_177;IDCliente_47;Pendente;57.37;2026-05-26 18:21:20
INSERT;2026-01-19 11:03:13;FAT_639;ELETRO_293;IDCliente_7;Pago;121.44;2026-01-19 11:03:13
INSERT;2026-02-01 08:25:46;FAT_640;ELETRO_89;IDCliente_40;Pendente;395.85;2026-02-01 08:25:46
UPDATE;2026-02-03 14:25:46;FAT_640;ELETRO_89;IDCliente_40;Cancelado;395.85;2026-02-01 08:25:46
INSERT;2026-05-20 04:12:52;FAT_641;ELETRO_317;IDCliente_90;Pago;83.21;2026-05-20 04:12:52
INSERT;2026-05-15 16:39:00;FAT_642;ELETRO_165;IDCliente_74;Pago;123.34;2026-05-15 16:39:00
INSERT;2026-02-11 13:48:28;FAT_643;ELETRO_457;IDCliente_54;Pendente;360.83;2026-02-11 13:48:28
UPDATE;2026-02-13 01:48:28;FAT_643;ELETRO_457;IDCliente_54;Cancelado;360.83;2026-02-11 13:48:28
INSERT;2026-03-13 07:22:53;FAT_644;ELETRO_126;IDCliente_34;Pago;122.61;2026-03-13 07:22:53
INSERT;2026-04-16 07:30:54;FAT_645;ELETRO_265;IDCliente_71;Pago;126.71;2026-04-16 07:30:54
INSERT;2026-01-31 04:19:46;FAT_646;ELETRO_421;IDCliente_96;Pendente;288.83;2026-01-31 04:19:46
UPDATE;2026-02-01 04:19:46;FAT_646;ELETRO_421;IDCliente_96;Pago;288.83;2026-01-31 04:19:46
INSERT;2026-01-09 20:49:59;FAT_647;ELETRO_66;IDCliente_92;Pago;46.39;2026-01-09 20:49:59
INSERT;2026-04-15 12:44:20;FAT_648;ELETRO_234;IDCliente_67;Pago;111.37;2026-04-15 12:44:20
INSERT;2026-02-26 04:44:38;FAT_649;ELETRO_210;IDCliente_46;Pendente;59.34;2026-02-26 04:44:38
UPDATE;2026-02-27 15:44:38;FAT_649;ELETRO_210;IDCliente_46;Pago;59.34;2026-02-26 04:44:38
INSERT;2026-03-23 04:52:07;FAT_650;ELETRO_333;IDCliente_50;Pago;250.35;2026-03-23 04:52:07
INSERT;2026-01-26 16:01:01;FAT_651;ELETRO_201;IDCliente_63;Pendente;202.44;2026-01-26 16:01:01
UPDATE;2026-01-28 01:01:01;FAT_651;ELETRO_201;IDCliente_63;Pago;202.44;2026-01-26 16:01:01
INSERT;2026-05-12 04:16:28;FAT_652;ELETRO_353;IDCliente_9;Pago;377.54;2026-05-12 04:16:28
INSERT;2026-05-13 03:47:18;FAT_653;ELETRO_280;IDCliente_99;Pago;82.0;2026-05-13 03:47:18
INSERT;2026-05-24 20:02:22;FAT_654;ELETRO_405;IDCliente_62;Pendente;330.6;2026-05-24 20:02:22
UPDATE;2026-05-28 00:02:22;FAT_654;ELETRO_405;IDCliente_62;Pago;330.6;2026-05-24 20:02:22
INSERT;2026-03-01 14:31:33;FAT_655;ELETRO_238;IDCliente_52;Pago;117.21;2026-03-01 14:31:33
INSERT;2026-04-06 11:07:08;FAT_656;ELETRO_179;IDCliente_93;Pendente;90.07;2026-04-06 11:07:08
